home win percentage,home last 5 wins,home avg points,home last 5 points,away win percentage,away last 5 wins,away avg points,away last 5 points,winner
0.0,0,98,295,0.333,1,96,289,1
0.0,0,100,201,0.667,2,106,318,0
1.0,4,109,435,0.333,1,92,275,1
0.667,2,111,334,0.667,2,109,328,1
0.0,0,101,202,0.667,2,102,305,1
0.667,2,101,302,0.0,0,90,270,0
0.25,1,104,416,0.75,3,100,399,0
0.333,1,96,288,0.5,2,108,433,1
1.0,3,108,324,0.25,1,103,413,1
0.5,2,100,398,0.0,0,102,408,0
0.667,2,108,325,1.0,3,114,341,0
0.5,2,95,381,0.0,0,104,311,0
0.0,0,100,402,0.5,2,110,438,0
1.0,3,106,318,1.0,3,110,329,1
0.25,1,95,380,0.4,2,101,504,0
0.5,2,102,406,0.5,2,110,440,0
0.333,1,106,317,0.333,1,107,322,1
1.0,4,111,444,0.75,3,108,432,0
0.75,3,114,455,1.0,4,104,414,0
0.0,0,102,305,0.75,3,110,440,0
0.75,3,104,418,0.5,2,102,406,0
0.4,2,105,525,0.75,3,103,411,1
0.75,3,110,441,0.25,1,97,387,1
0.6,3,97,487,0.75,3,100,401,1
0.0,0,98,491,0.2,1,104,520,1
0.0,0,98,392,0.4,2,111,553,1
0.6,3,96,478,0.8,4,105,526,1
0.4,2,107,536,0.8,4,115,577,0
0.8,4,102,510,0.25,1,104,416,0
0.0,0,91,363,1.0,5,114,572,1
0.4,2,96,482,0.25,1,100,400,0
0.6,3,100,500,0.5,2,106,424,0
0.4,2,109,547,0.6,3,109,545,0
0.6,3,106,532,0.6,3,110,551,0
0.6,3,106,531,0.333,1,100,485,0
0.833,4,104,497,0.8,4,100,500,1
0.4,2,101,504,0.5,3,94,460,1
0.5,2,96,473,0.5,2,110,545,1
0.8,4,103,514,0.286,1,98,482,1
0.0,0,97,487,0.667,4,108,552,0
0.6,3,111,554,0.4,2,102,510,1
0.5,2,109,533,0.333,2,105,538,0
0.0,0,93,464,0.571,3,97,478,1
0.2,1,97,486,0.5,3,108,534,1
0.8,4,102,510,0.5,2,110,528,0
0.5,2,106,534,0.5,3,95,474,0
0.833,4,104,519,0.4,2,99,493,0
0.833,4,103,502,0.667,4,100,512,0
0.667,4,112,574,0.0,0,100,500,0
1.0,5,112,557,0.667,3,107,530,1
0.333,2,103,503,0.2,1,102,508,0
0.429,2,96,463,0.5,2,106,526,0
0.571,3,108,539,0.286,2,106,536,0
0.571,3,110,563,0.167,1,96,452,1
0.375,1,98,472,0.0,0,101,492,0
0.333,2,102,525,0.429,2,106,519,0
0.167,1,99,493,0.5,2,110,539,0
0.833,4,105,525,0.625,4,98,512,0
0.429,3,93,472,0.167,1,103,520,1
0.429,2,108,534,0.0,0,91,451,0
0.714,3,108,536,0.571,2,107,528,0
0.857,4,103,503,0.667,3,101,496,1
0.25,2,108,557,0.571,3,98,486,0
0.714,3,103,487,0.571,3,109,542,1
0.857,4,104,528,0.625,3,110,548,0
0.714,4,113,568,0.286,2,97,463,0
0.571,3,103,517,0.0,0,100,507,1
0.333,1,96,470,0.5,1,107,517,1
0.429,2,106,520,0.75,4,113,578,1
0.444,2,99,479,0.5,3,109,564,1
0.0,0,95,494,0.5,3,110,555,0
0.286,2,101,508,0.857,4,111,569,1
0.857,4,105,532,0.714,4,102,517,1
0.375,3,95,480,0.556,3,98,504,1
0.429,2,108,533,0.429,2,103,524,0
0.75,3,103,492,0.875,4,105,523,1
0.625,2,102,488,0.5,2,98,488,0
0.556,3,107,524,0.4,2,98,474,0
0.111,1,102,506,0.556,4,108,557,1
0.444,2,109,545,0.5,2,109,544,1
0.75,4,104,525,0.375,2,101,522,0
0.75,3,109,545,0.125,1,96,502,0
0.556,2,106,515,0.25,2,100,499,0
0.625,3,108,550,0.667,2,101,478,1
0.286,2,106,540,0.889,5,106,550,1
0.286,1,96,474,0.6,3,97,494,1
0.5,3,104,540,0.5,2,97,459,0
0.375,2,105,519,0.444,1,97,472,1
0.333,3,108,566,0.375,2,104,507,1
0.875,4,111,569,0.75,4,106,545,0
0.667,2,103,515,0.333,2,92,451,1
0.25,1,106,529,0.6,4,110,560,0
0.778,4,115,576,0.3,2,107,552,0
0.6,4,108,531,0.333,1,104,512,0
0.4,2,108,537,0.4,2,95,468,0
0.333,2,102,530,0.25,2,97,466,0
0.5,2,98,477,0.6,2,105,536,0
0.1,1,101,522,0.556,2,108,542,0
0.556,3,107,530,0.111,1,96,505,0
0.7,3,102,493,0.25,1,96,466,0
0.636,4,98,510,0.444,2,97,475,1
0.9,5,107,570,0.444,3,106,541,0
0.889,4,109,541,0.778,4,105,530,0
0.222,0,95,448,0.778,4,110,546,1
0.333,2,108,555,0.667,3,104,529,1
0.636,4,109,538,0.6,3,106,517,1
0.545,3,109,542,0.4,2,105,527,0
0.1,1,96,492,0.222,1,100,499,0
0.364,1,93,449,0.182,2,102,517,0
0.455,2,107,514,0.9,4,111,534,0
0.5,2,108,525,0.222,2,95,462,0
0.4,2,101,506,0.545,2,98,478,0
0.8,5,108,547,0.556,3,104,529,0
0.545,1,103,512,0.6,3,108,527,0
0.7,3,106,551,0.8,4,116,587,1
0.3,1,104,531,0.273,1,108,560,0
0.909,5,109,581,0.5,2,98,488,1
0.364,2,100,500,0.727,3,101,487,1
0.2,1,100,515,0.455,3,101,502,0
0.2,0,94,451,0.5,2,104,504,0
0.545,3,107,533,0.583,3,107,526,0
0.3,2,108,571,0.182,2,97,517,0
0.583,3,98,492,0.636,4,107,536,1
0.7,3,106,545,0.818,5,108,542,0
0.818,3,109,525,0.5,2,99,498,0
0.5,3,106,517,0.25,1,108,556,1
0.167,2,100,493,0.538,2,107,511,0
0.583,1,103,520,0.364,2,106,550,0
0.545,3,106,508,0.818,5,117,617,1
0.2,2,94,450,0.545,3,99,511,1
0.364,1,106,528,0.636,3,108,581,1
0.583,3,110,548,0.75,4,102,505,1
0.333,2,100,514,0.833,4,109,574,1
0.583,3,109,545,0.538,2,96,460,0
0.231,3,101,512,0.727,3,105,523,0
0.273,2,102,528,0.273,1,95,462,1
0.417,2,92,458,0.182,1,91,428,0
0.462,2,97,479,0.5,3,105,503,1
0.167,2,96,488,0.308,2,109,551,0
0.583,4,97,497,0.364,3,108,571,0
0.455,1,101,460,0.833,5,116,605,1
0.846,4,110,584,0.667,4,105,509,0
0.417,2,102,504,0.75,4,107,528,0
0.333,1,106,536,0.5,2,107,532,1
0.615,2,105,542,0.462,2,105,491,1
0.308,1,101,533,0.667,3,108,582,0
0.333,1,106,532,0.5,2,96,464,0
0.538,3,110,558,0.615,4,104,497,1
0.231,2,98,499,0.333,2,96,481,0
0.25,1,103,521,0.286,1,108,549,0
0.667,2,106,535,0.615,4,97,482,1
0.5,3,106,501,0.846,5,117,613,1
0.429,2,97,485,0.615,3,109,555,1
0.417,1,102,506,0.462,3,93,446,0
0.333,2,105,519,0.538,3,104,482,1
0.769,5,103,522,0.167,0,91,406,0
0.857,4,109,576,0.615,2,108,568,0
0.462,3,102,521,0.533,2,108,539,0
0.692,3,106,507,0.286,3,102,521,1
0.385,2,106,536,0.643,4,105,517,0
0.5,2,110,567,0.571,2,105,545,0
0.286,3,98,504,0.643,5,97,491,1
0.615,2,105,514,0.786,5,102,522,1
0.429,3,92,461,0.267,1,108,546,1
0.833,4,109,523,0.5,1,108,530,0
0.467,3,105,485,0.643,2,105,484,1
0.308,1,106,549,0.571,3,104,476,1
0.4,1,97,475,0.308,2,96,484,0
0.643,4,108,554,0.571,1,108,565,1
0.154,0,91,402,0.867,4,110,580,1
0.467,1,96,468,0.429,3,106,551,0
0.333,4,103,534,0.308,2,104,507,0
0.857,5,117,608,0.533,2,110,552,0
0.357,1,101,533,0.533,2,106,537,0
0.6,4,104,482,0.8,5,104,535,1
0.4,2,92,429,0.308,2,103,533,1
0.846,4,111,555,0.143,0,92,429,0
0.5,4,103,521,0.571,2,105,535,0
0.267,3,98,515,0.6,3,105,518,1
0.438,1,97,478,0.875,4,111,577,0
0.5,1,97,474,0.667,2,104,487,0
0.462,2,102,493,0.6,2,109,563,1
0.667,5,98,493,0.286,2,95,478,1
0.438,2,103,482,0.286,0,105,519,0
0.4,3,105,529,0.5,2,105,550,1
0.312,2,107,518,0.286,1,104,478,1
0.471,1,109,567,0.375,4,104,545,0
0.5,2,110,559,0.867,5,119,624,1
0.4,2,102,558,0.6,3,108,541,1
0.357,3,102,532,0.812,5,104,550,1
0.533,1,106,531,0.533,4,103,541,0
0.529,2,107,577,0.471,2,98,484,0
0.333,3,95,478,0.625,4,97,463,1
0.875,5,119,606,0.333,2,103,468,0
0.25,2,98,495,0.857,4,112,583,1
0.294,2,106,499,0.375,2,106,538,1
0.267,0,105,521,0.375,2,102,542,1
0.375,2,92,451,0.429,1,102,486,1
0.471,2,104,497,0.824,4,110,567,0
0.133,0,92,436,0.353,4,104,567,0
0.5,2,109,577,0.625,4,108,555,1
0.471,1,108,519,0.625,1,102,448,0
0.333,3,102,530,0.412,3,104,559,0
0.625,3,108,547,0.235,2,98,517,0
0.5,3,103,538,0.556,2,107,559,1
0.312,2,96,489,0.562,3,104,495,1
0.647,4,98,493,0.562,1,106,538,1
0.312,1,103,460,0.529,2,97,473,1
0.882,5,118,617,0.588,1,102,446,0
0.588,2,106,526,0.444,2,98,491,1
0.25,0,105,508,0.778,3,108,516,0
0.467,2,102,490,0.867,4,112,574,0
0.333,3,103,535,0.5,2,108,521,0
0.824,5,104,552,0.353,1,92,458,1
0.556,3,98,508,0.647,4,110,559,0
0.222,1,98,492,0.389,3,103,539,0
0.588,4,104,519,0.474,3,98,511,1
0.647,3,109,556,0.611,3,97,485,0
0.625,3,105,510,0.474,2,107,499,1
0.579,3,107,560,0.375,3,102,512,0
0.294,1,103,492,0.471,3,103,529,1
0.188,1,92,463,0.778,4,103,519,1
0.412,3,107,547,0.294,1,96,479,1
0.278,1,106,497,0.556,1,102,452,0
0.474,2,110,590,0.5,3,104,492,0
0.556,2,105,525,0.176,1,91,463,0
0.294,1,106,530,0.5,3,103,535,1
0.579,2,97,485,0.389,1,92,458,0
0.812,4,111,582,0.737,2,109,536,1
0.579,4,99,526,0.333,2,97,491,1
0.889,5,118,598,0.611,3,109,549,1
0.263,1,99,513,0.368,1,92,463,1
0.556,3,105,539,0.368,2,104,556,0
0.667,4,110,577,0.5,2,107,484,0
0.5,3,103,531,0.278,1,103,503,0
0.588,2,104,515,0.765,3,110,572,0
0.368,3,103,519,0.75,2,109,526,1
0.526,1,102,465,0.5,4,99,536,1
0.789,4,103,517,0.353,3,103,516,0
0.389,2,106,540,0.632,3,110,582,1
0.529,4,103,525,0.278,1,105,514,0
0.579,3,104,508,0.263,1,104,521,1
0.684,5,110,575,0.5,0,101,454,0
0.25,1,99,502,0.579,3,105,537,1
0.6,2,97,476,0.476,2,105,458,0
0.167,1,91,459,0.611,3,105,531,0
0.55,4,99,545,0.368,1,107,540,0
0.5,2,111,592,0.368,3,97,518,0
0.842,4,118,605,0.316,2,106,501,0
0.524,4,100,550,0.4,2,93,481,1
0.6,4,108,577,0.35,2,102,503,0
0.526,3,104,542,0.35,1,103,532,0
0.762,2,109,516,0.474,2,104,486,1
0.238,1,99,519,0.35,1,106,555,1
0.7,5,111,588,0.722,2,110,540,1
0.263,1,105,525,0.333,2,103,515,1
0.476,0,100,470,0.619,5,108,577,1
0.579,2,104,495,0.524,3,110,588,1
0.556,4,104,544,0.8,4,103,505,1
0.333,1,102,478,0.619,3,97,498,1
0.65,4,111,608,0.6,3,105,533,0
0.211,2,92,462,0.55,3,105,517,1
0.455,2,105,473,0.571,4,100,542,1
0.85,4,119,594,0.5,3,104,514,0
0.368,2,104,539,0.429,3,93,488,1
0.35,2,97,520,0.55,3,104,535,1
0.5,3,100,534,0.55,2,104,498,0
0.636,3,98,498,0.227,1,99,509,0
0.3,1,105,548,0.81,4,103,493,1
0.591,4,100,554,0.3,2,106,509,0
0.571,3,105,519,0.522,4,100,548,0
0.455,4,95,516,0.571,3,105,536,1
0.25,1,106,541,0.381,2,106,532,0
0.455,0,100,475,0.333,2,97,516,0
0.526,4,103,541,0.545,4,110,575,0
0.667,4,111,598,0.435,1,105,465,0
0.571,4,105,547,0.737,2,110,528,1
0.2,2,92,473,0.333,1,103,526,1
0.286,1,106,522,0.476,3,104,535,1
0.727,2,109,521,0.857,4,120,627,1
0.667,4,111,595,0.286,1,104,537,0
0.35,2,104,555,0.364,1,106,523,0
0.652,4,98,509,0.522,3,110,563,0
0.318,1,102,482,0.217,1,99,505,1
0.609,4,100,554,0.864,4,120,627,1
0.524,1,103,484,0.818,4,103,486,0
0.591,3,104,502,0.435,3,94,508,0
0.75,2,111,542,0.318,2,97,507,0
0.591,3,105,541,0.682,4,111,597,1
0.55,4,104,552,0.478,1,100,478,1
0.636,5,107,547,0.682,4,112,602,1
0.273,1,104,544,0.5,3,99,513,1
0.19,1,92,471,0.5,3,104,526,0
0.417,1,104,472,0.273,1,106,531,1
0.364,1,104,524,0.545,4,104,538,1
0.381,2,104,546,0.524,3,104,544,0
0.417,3,94,502,0.348,1,106,510,1
0.478,2,104,538,0.5,3,109,535,0
0.762,3,111,555,0.609,4,105,522,0
0.545,2,103,489,0.304,1,97,485,0
0.667,5,98,492,0.87,4,119,628,0
0.696,5,112,603,0.227,2,93,495,0
0.783,4,102,494,0.286,2,106,552,0
0.583,3,100,533,0.348,1,104,529,0
0.696,2,108,549,0.304,1,102,489,0
0.52,3,100,509,0.25,1,99,482,1
0.609,4,107,540,0.565,3,105,521,0
0.261,1,104,530,0.833,4,118,590,1
0.304,2,106,536,0.292,0,102,489,1
0.4,0,105,491,0.565,4,104,535,1
0.5,3,105,547,0.583,3,105,530,0
0.696,4,111,578,0.5,2,104,538,0
0.292,0,97,474,0.409,3,104,541,0
0.708,5,112,580,0.273,1,106,526,0
0.217,2,93,495,0.375,2,106,521,0
0.708,3,109,560,0.48,2,109,515,0
0.333,1,103,494,0.385,0,105,523,0
0.773,4,111,577,0.68,5,98,507,0
0.5,2,101,485,0.4,2,95,510,1
0.565,2,103,483,0.25,1,104,524,1
0.32,1,103,513,0.84,4,118,568,1
0.292,1,107,546,0.583,4,105,535,0
0.462,1,110,536,0.625,4,107,527,0
0.28,2,99,491,0.708,4,111,587,1
0.391,3,104,537,0.56,3,104,504,0
0.423,2,96,543,0.72,3,110,568,1
0.32,1,97,494,0.52,3,105,546,0
0.261,1,106,551,0.37,0,105,515,0
0.654,4,98,490,0.783,5,111,575,0
0.72,5,112,574,0.36,2,103,518,0
0.25,2,94,500,0.5,2,99,467,1
0.6,4,100,527,0.6,3,106,496,0
0.792,4,103,530,0.542,2,104,520,0
0.478,1,104,526,0.542,2,103,495,0
0.308,1,103,530,0.5,3,105,529,0
0.36,2,106,515,0.481,1,110,538,0
0.32,2,107,550,0.8,4,104,531,1
0.846,4,118,539,0.56,3,105,540,0
0.417,3,104,528,0.519,3,99,470,0
0.407,1,97,527,0.292,2,106,555,0
0.52,1,104,514,0.538,2,104,501,0
0.72,4,112,582,0.48,2,102,520,1
0.52,2,102,482,0.5,2,104,538,1
0.667,4,97,473,0.346,2,103,518,1
0.731,5,113,599,0.333,2,103,524,0
0.269,2,99,499,0.357,0,104,511,1
0.346,2,97,486,0.731,3,110,567,1
0.615,4,101,531,0.24,2,93,484,0
0.577,2,106,484,0.308,2,106,537,0
0.5,2,99,476,0.481,2,104,515,1
0.5,3,102,561,0.519,1,104,502,1
0.75,4,110,544,0.379,1,104,516,0
0.28,1,104,498,0.741,5,113,587,1
0.385,2,107,541,0.538,2,104,516,0
0.852,4,117,527,0.464,1,110,551,0
0.44,4,105,534,0.741,4,110,567,0
0.643,3,97,469,0.63,4,101,527,1
0.259,2,99,490,0.28,2,107,553,0
0.429,2,97,558,0.692,4,112,591,1
0.333,2,97,489,0.538,2,104,504,1
0.231,2,93,495,0.37,2,103,494,0
0.808,4,104,541,0.321,2,103,536,0
0.5,3,104,517,0.462,4,105,559,0
0.5,2,101,460,0.483,2,99,489,0
0.593,2,106,496,0.481,3,102,561,1
0.269,1,104,516,0.296,2,106,544,0
0.407,3,107,557,0.259,2,94,483,0
0.286,3,99,507,0.31,2,103,531,1
0.536,1,104,500,0.367,1,104,509,0
0.704,4,112,576,0.269,1,107,544,0
0.519,2,105,536,0.517,3,104,506,0
0.321,2,97,500,0.414,2,97,549,1
0.52,2,104,518,0.76,4,110,537,1
0.621,2,96,454,0.556,2,104,492,1
0.75,5,113,596,0.815,4,104,549,1
0.714,4,110,579,0.429,4,108,589,0
0.857,4,118,556,0.643,4,100,497,0
0.357,2,102,473,0.448,1,109,555,0
0.769,4,110,537,0.5,2,104,516,0
0.5,3,103,568,0.296,2,104,521,1
0.467,1,98,454,0.6,1,97,453,1
0.519,2,102,478,0.444,3,105,554,1
0.333,2,103,519,0.571,2,106,505,1
0.621,4,99,472,0.379,3,103,515,1
0.286,1,106,533,0.724,4,113,587,1
0.433,1,110,565,0.25,2,94,503,1
0.259,1,107,547,0.862,5,117,571,1
0.536,2,105,551,0.433,3,98,572,0
0.31,2,98,530,0.355,1,105,510,0
0.5,2,105,507,0.571,3,104,510,1
0.724,4,110,565,0.821,5,104,560,0
0.552,2,104,512,0.5,1,101,470,0
0.419,2,98,536,0.344,1,105,525,0
0.778,4,111,534,0.25,1,106,530,0
0.586,4,104,523,0.586,2,106,527,1
0.452,1,98,461,0.867,5,117,572,1
0.481,2,104,513,0.464,4,105,560,0
0.613,2,97,465,0.733,4,113,590,0
0.323,2,103,520,0.333,2,99,533,0
0.321,3,104,523,0.4,3,103,493,1
0.414,3,108,570,0.483,2,102,538,1
0.6,3,99,461,0.714,4,112,591,1
0.276,1,107,525,0.276,2,99,501,0
0.419,1,109,540,0.793,4,104,531,1
0.733,4,110,550,0.276,2,94,487,1
0.552,2,105,539,0.567,4,105,534,1
0.786,4,111,550,0.871,5,117,578,0
0.8,4,104,533,0.483,1,101,467,0
0.6,3,107,549,0.31,3,104,520,0
0.333,1,104,518,0.71,3,109,525,0
0.448,3,105,547,0.5,3,105,536,0
0.438,3,98,537,0.625,2,97,487,0
0.241,0,106,522,0.567,3,104,521,0
0.438,0,98,479,0.793,5,111,574,0
0.467,1,101,470,0.484,2,104,520,0
0.344,2,103,509,0.3,3,94,492,0
0.71,3,113,567,0.3,1,107,535,0
0.3,2,104,521,0.5,3,102,527,0
0.406,0,109,516,0.724,4,112,573,1
0.688,2,109,525,0.4,3,108,586,1
0.419,4,103,504,0.267,1,99,520,0
0.581,4,105,557,0.606,2,98,497,0
0.323,1,99,525,0.613,4,107,572,1
0.29,3,94,496,0.719,3,113,576,1
0.353,1,104,529,0.581,2,99,450,1
0.467,3,105,532,0.469,2,104,510,0
0.455,3,99,531,0.548,3,105,533,1
0.484,2,102,492,0.533,2,106,542,0
0.455,1,99,477,0.483,2,104,530,1
0.484,2,101,491,0.267,1,107,531,0
0.364,3,103,520,0.667,2,109,517,0
0.806,4,105,545,0.29,1,107,558,0
0.419,3,107,560,0.323,3,104,516,0
0.394,0,108,487,0.438,4,103,510,0
0.844,4,117,583,0.733,4,111,545,0
0.562,4,105,565,0.312,1,98,521,0
0.588,2,98,527,0.625,4,107,564,0
0.767,4,110,545,0.594,4,105,565,0
0.594,2,99,449,0.258,1,99,506,0
0.281,1,107,555,0.71,4,111,535,0
0.343,1,104,521,0.281,2,95,504,1
0.455,1,104,510,0.5,2,101,479,0
0.484,3,105,526,0.258,1,106,523,0
0.576,3,106,571,0.303,1,98,508,0
0.382,4,103,522,0.516,2,105,550,0
0.727,3,114,588,0.647,1,108,496,0
0.312,2,104,504,0.5,2,105,554,0
0.5,3,102,495,0.441,1,99,481,0
0.812,4,105,551,0.412,1,108,499,0
0.438,3,107,538,0.25,1,99,500,1
0.848,4,117,569,0.303,3,95,498,0
0.424,4,102,520,0.6,3,98,532,1
0.485,2,101,483,0.484,2,105,545,1
0.735,4,115,628,0.5,2,105,528,0
0.576,4,105,549,0.774,4,111,555,1
0.606,2,99,467,0.303,2,107,546,0
0.606,4,106,536,0.629,0,109,506,0
0.515,3,102,490,0.818,4,105,559,0
0.294,1,98,492,0.429,1,99,497,1
0.471,1,104,514,0.441,3,99,553,0
0.333,2,104,528,0.4,1,108,472,1
0.333,1,104,497,0.688,3,111,517,1
0.5,3,105,559,0.618,4,106,529,0
0.781,4,111,563,0.4,4,103,518,0
0.25,1,106,514,0.618,3,99,484,1
0.485,1,105,532,0.429,2,99,521,1
0.471,2,101,488,0.559,3,105,541,0
0.743,4,115,632,0.5,4,106,539,0
0.611,0,108,506,0.294,2,106,521,0
0.853,4,117,573,0.424,2,108,543,0
0.273,1,100,516,0.324,2,104,512,0
0.588,3,106,579,0.629,4,99,492,0
0.444,2,99,518,0.486,2,104,520,1
0.294,2,95,501,0.485,3,105,523,0
0.794,4,105,570,0.697,3,111,524,0
0.412,2,108,560,0.412,3,102,492,1
0.286,1,106,496,0.286,0,98,475,0
0.324,1,104,504,0.611,3,99,546,0
0.543,2,105,549,0.6,3,106,506,0
0.444,3,99,541,0.529,4,102,520,1
0.471,0,105,529,0.515,3,105,534,1
0.788,4,110,534,0.486,3,101,506,1
0.622,1,108,513,0.595,2,99,533,0
0.857,4,117,583,0.417,2,107,472,0
0.429,3,103,518,0.278,0,98,478,1
0.5,3,105,539,0.242,1,105,502,0
0.676,2,110,502,0.611,4,99,498,0
0.432,2,99,521,0.556,3,106,554,0
0.389,4,102,490,0.543,4,103,522,1
0.75,5,115,624,0.583,2,106,506,0
0.314,2,96,524,0.306,2,106,480,1
0.405,2,108,499,0.342,2,105,530,0
0.4,2,108,565,0.8,4,106,570,1
0.471,3,105,532,0.314,2,103,503,0
0.432,2,99,524,0.757,5,115,611,1
0.6,4,106,582,0.294,2,100,516,0
0.235,1,106,512,0.765,3,110,519,1
0.529,4,105,537,0.457,0,105,519,1
0.333,1,105,528,0.297,1,98,491,0
0.861,4,118,589,0.579,2,99,537,1
0.417,2,103,511,0.632,2,108,526,1
0.514,4,105,575,0.472,1,106,537,0
0.611,4,106,573,0.378,3,102,493,0
0.5,3,101,522,0.686,2,110,508,0
0.568,1,106,516,0.389,1,108,558,0
0.306,1,103,504,0.595,3,99,489,1
0.306,2,96,515,0.556,5,102,531,1
0.806,4,106,578,0.541,2,106,548,0
0.421,3,108,526,0.447,2,100,530,1
0.229,0,106,500,0.286,2,100,506,1
0.641,3,108,534,0.289,1,98,509,0
0.514,3,105,529,0.486,3,105,537,1
0.667,2,110,515,0.763,5,114,588,1
0.59,3,100,562,0.605,3,99,483,0
0.324,3,106,484,0.771,4,110,545,1
0.405,1,103,507,0.838,4,118,600,1
0.35,2,105,555,0.421,1,99,505,0
0.459,1,106,554,0.368,2,102,490,1
0.514,3,102,544,0.579,2,107,557,1
0.297,1,103,493,0.297,2,95,490,0
0.5,3,105,533,0.5,3,102,537,0
0.649,2,111,546,0.622,4,107,577,0
0.222,0,105,496,0.568,5,102,526,1
0.769,5,115,577,0.526,1,105,542,0
0.811,4,106,561,0.5,3,105,531,1
0.59,2,98,471,0.778,4,110,541,0
0.366,3,105,577,0.41,2,108,548,1
0.842,4,118,596,0.282,1,98,481,0
0.395,1,103,524,0.462,3,100,561,0
0.306,3,100,511,0.447,1,105,528,0
0.59,2,107,552,0.6,3,99,536,0
0.316,1,103,478,0.775,5,115,569,0
0.605,4,107,565,0.514,3,105,516,0
0.65,4,108,516,0.41,1,99,499,0
0.425,3,108,562,0.757,3,110,512,0
0.216,0,105,498,0.385,2,102,498,1
0.436,1,105,522,0.487,3,101,540,0
0.789,3,106,558,0.357,3,105,550,0
0.378,0,108,559,0.526,5,106,593,0
0.846,4,117,595,0.45,3,100,557,0
0.316,2,106,501,0.289,1,95,481,1
0.658,2,111,537,0.211,0,105,504,0
0.324,4,100,526,0.513,1,105,547,0
0.514,3,105,524,0.275,1,98,478,0
0.756,4,115,573,0.585,2,99,519,1
0.333,2,103,508,0.6,3,107,561,0
0.579,5,103,538,0.615,4,107,565,1
0.439,3,108,569,0.4,1,99,491,1
0.41,2,103,526,0.737,2,109,508,1
0.6,2,98,470,0.439,2,100,557,0
0.659,5,108,533,0.349,2,105,528,0
0.475,2,101,511,0.4,2,102,498,0
0.5,3,105,533,0.342,4,100,504,0
0.61,3,99,476,0.415,1,99,491,0
0.308,2,106,523,0.795,4,107,580,0
0.667,3,111,587,0.45,2,105,522,0
0.564,4,103,525,0.526,3,105,542,0
0.308,2,96,495,0.35,3,103,513,0
0.205,0,105,508,0.738,3,114,560,1
0.4,1,103,514,0.585,3,106,535,1
0.595,3,99,527,0.488,2,101,512,1
0.341,2,104,516,0.429,2,100,518,1
0.439,1,105,507,0.575,4,103,525,1
0.513,4,105,537,0.429,3,108,561,0
0.513,2,105,535,0.333,3,100,504,1
0.513,4,106,594,0.39,2,102,515,0
0.395,1,109,577,0.405,1,99,506,0
0.625,4,107,553,0.5,1,105,529,0
0.85,4,118,595,0.744,3,109,534,0
0.325,3,106,533,0.619,4,99,497,1
0.667,5,108,537,0.595,4,107,541,0
0.2,0,105,512,0.675,3,111,602,1
0.268,1,98,496,0.744,3,115,597,0
0.5,2,101,497,0.325,2,96,480,1
0.775,3,107,575,0.341,3,103,495,0
0.333,1,104,486,0.41,2,109,583,1
0.35,4,100,511,0.683,4,112,603,0
0.525,4,106,545,0.581,3,100,525,0
0.488,0,105,504,0.419,2,108,544,0
0.634,4,107,551,0.429,1,105,505,1
0.381,2,102,516,0.395,1,100,525,0
0.727,2,115,571,0.5,2,105,528,0
0.442,2,100,505,0.585,4,103,534,0
0.854,4,118,596,0.581,3,106,518,0
0.39,1,103,530,0.525,4,106,575,1
0.725,2,109,509,0.317,2,106,535,0
0.286,1,99,498,0.341,3,96,484,0
0.442,2,105,526,0.537,4,106,542,1
0.78,3,107,570,0.425,3,110,597,0
0.674,5,108,542,0.333,3,103,517,1
0.366,4,100,500,0.409,2,107,505,0
0.5,1,105,497,0.667,4,111,570,0
0.386,1,100,528,0.488,2,105,519,0
0.568,2,100,498,0.381,1,103,532,0
0.395,3,103,526,0.195,0,105,526,1
0.733,2,115,561,0.857,5,118,598,1
0.571,3,103,532,0.488,2,101,501,0
0.333,3,96,497,0.628,4,99,509,1
0.326,0,105,496,0.537,4,106,560,0
0.619,3,107,540,0.4,1,107,489,1
0.455,2,100,498,0.548,4,106,554,0
0.512,2,105,525,0.214,1,106,572,0
0.581,3,103,517,0.381,4,100,495,0
0.432,2,106,539,0.31,1,106,536,1
0.302,2,99,497,0.476,1,105,506,0
0.578,2,100,517,0.717,2,114,564,1
0.732,2,109,507,0.786,3,107,586,1
0.415,3,110,602,0.659,4,108,537,0
0.636,5,99,542,0.524,3,106,534,0
0.477,2,101,495,0.372,1,103,517,0
0.4,2,100,544,0.86,5,118,606,1
0.326,3,96,512,0.34,1,105,517,0
0.651,3,110,534,0.326,2,106,527,1
0.349,3,103,520,0.429,4,110,619,0
0.523,3,105,523,0.535,4,106,558,1
0.209,1,106,582,0.791,4,108,597,1
0.591,4,103,526,0.644,3,108,537,1
0.318,3,99,520,0.864,5,118,617,0
0.467,3,100,517,0.364,0,103,516,1
0.465,0,104,487,0.723,3,114,578,0
0.386,2,103,530,0.714,2,109,530,0
0.512,2,105,511,0.422,1,106,540,1
0.644,5,100,551,0.568,2,106,509,1
0.636,2,110,505,0.795,4,108,575,1
0.372,3,100,486,0.652,3,108,547,0
0.545,4,106,558,0.605,3,107,557,0
0.391,1,100,527,0.489,3,101,508,1
0.419,3,110,587,0.63,4,100,536,0
0.341,3,106,534,0.364,3,103,512,1
0.698,2,110,566,0.378,1,103,517,1
0.591,2,107,548,0.708,2,114,555,0
0.205,1,106,555,0.333,4,99,530,1
0.5,3,101,501,0.578,3,103,520,1
